Site,Image,Alt,AI Description,Alt score,AI score,Alt regex,AI notes,AI length,URL,,Rating scale,
www.jawset.com,,Aixsponza-min.png,"Black and white icon of a pencil writing on paper, with hexagonal border.",,,Bad,,73,https://static.jawset.com/media/images/Aixsponza-min.scale-38.png,,,
www.jawset.com,,Alpha-Studios-min.png,400 Your input image may contain content that is not allowed by our safety system.,,,Bad,,82,https://static.jawset.com/media/images/Alpha-Studios-min.scale-38.png,,,
www.jawset.com,,Asylum-min.png,400 Your input image may contain content that is not allowed by our safety system.,,,Bad,,82,https://static.jawset.com/media/images/Asylum-min.scale-38.png,,,
www.jawset.com,,BBC_Worldwide-min.png,ASCII art depicting a cat sitting beside three vertical lines.,,,Bad,,62,https://static.jawset.com/media/images/BBC_Worldwide-min.scale-38.png,,,
www.jawset.com,,Bioware-min.png,Black and white pixelated speech bubble icon.,,,Bad,,45,https://static.jawset.com/media/images/Bioware-min.scale-38.png,,,
www.jawset.com,,disney-min.png,400 Your input image may contain content that is not allowed by our safety system.,,,Bad,,82,https://static.jawset.com/media/images/disney-min.scale-38.png,,,
www.jawset.com,,EA-min.png,"Monochrome logo featuring a stylized 'E' and 'A' within a circle, suggesting a bridge and water reflection.",,,Bad,,107,https://static.jawset.com/media/images/EA-min.scale-38.png,,,
www.jawset.com,,fox-min.png,400 Your input image may contain content that is not allowed by our safety system.,,,Bad,,82,https://static.jawset.com/media/images/fox-min.scale-38.png,,,
www.jawset.com,,Framestore-min.png,Black and white icon of a dog within a circular border.,,,Bad,,55,https://static.jawset.com/media/images/Framestore-min.scale-38.png,,,
www.theiatech.com,,Theia Award 2007 Security Sales & Integration,SECURITY SALES & INTEGRATION SHOW STEALERS ISC EAST 2007 MAGAZINE,,,,,65,https://media.theiatech.com/images/Theia_Award_2007_Security_Sales__I.2e16d0ba.fill-150x150.png,,,
www.theiatech.com,,Theia Award 2008 SIA NPS,"Las Vegas 2008, NPS, New Product Showcase, Winner Special Achievement in Innovation",,,,,83,https://media.theiatech.com/images/Theia_Award_2008_SIA_NPS_Award.2e16d0ba.fill-150x150.png,,,
www.theiatech.com,,Theia Award 2009 Government Security News,2009 FINALIST GSN: Government Security News Homeland Security Awards,,,,,68,https://media.theiatech.com/images/Theia-Award-2009-GSN.2e16d0ba.fill-150x150.png,,,
www.theiatech.com,,Theia Award 2011 SIA NPS,"Award badge reading ""WINNER 2011 NEW PRODUCT SHOWCASE Best in Tools and Hardware ISC West 2011"" with blue ribbon.",,,,,113,https://media.theiatech.com/images/Theia_Award_2011_SIA_NPS_Award.2e16d0ba.fill-150x150.png,,,
www.theiatech.com,,Theia Award 2016 Security Products NPOY,Security Products MAGAZINE 2016 NEW PRODUCT OF THE YEAR,,,,,55,https://media.theiatech.com/images/Theia_Award_2016_Security_Products.2e16d0ba.fill-150x150.png,,,
www.theiatech.com,,Theia Award 2016 SIA NPS,SIA NEW PRODUCT SHOWCASE WINNER Video Surveillance Hardware and Accessories Honorable Mention Theia Technologies 2016 ISC WEST,,,,,126,https://media.theiatech.com/images/Theia_Award_2016_SIA_NPS_Award.2e16d0ba.fill-150x150.png,,,
www.theiatech.com,,Theia Award 2016 VSD Innovators Bronze,2016 Innovators Awards BRONZE Vision Systems Design,,,,,51,https://media.theiatech.com/images/Theia_Award_2016_VSD_Innovators_Br.2e16d0ba.fill-150x150.png,,,
www.theiatech.com,,Theia Award 2019 VSD Innovator Silver,Vision Systems Design 2019 Innovators Awards SILVER,,,,,51,https://media.theiatech.com/images/Theia_Award_2019_VSD_Innovators_Si.2e16d0ba.fill-150x150.png,,,
www.theiatech.com,,Theia Award 2022 Security Today NPOY,SECURITY today 2022 NEW PRODUCT OF THE YEAR,,,,,43,https://media.theiatech.com/images/Theia_Award_2022_Security_Today_NP.2e16d0ba.fill-150x150.png,,,
www.theiatech.com,,Theia Award 2023 Security Today Govies,SECURITY today GOVIES 2023 Government Security Awards,,,,,53,https://media.theiatech.com/images/Theia_Award_2023_Security_Today_Go.2e16d0ba.fill-150x150.png,,,
www.theiatech.com,,Theia Award 2023 VSD Innovators Bronze,Vision Systems Design 2023 Innovators Awards BRONZE HONOREE,,,,,59,https://media.theiatech.com/images/Theia_Award_2023_VSD_Innovators_Br.2e16d0ba.fill-150x150.png,,,
www.theiatech.com,,Theia Award 2023 VSD Innovators Silver,Vision Systems Design 2023 Innovators Awards SILVER HONOREE,,,,,59,https://media.theiatech.com/images/Theia_Award_2023_VSD_Innovators_Si.2e16d0ba.fill-150x150.png,,,
www.theiatech.com,,Theia Membership A3,"Blue and white logo of ""Association for Advancing Automation MEMBER"" with triple 'A' symbol inside a circle.",,,,,108,https://media.theiatech.com/images/Theia-Membership-A3.2e16d0ba.fill-150x150.png,,,
www.theiatech.com,,Theia Membership EMVA,emva european machine vision association,,,,,40,https://media.theiatech.com/images/Theia-Membership-EMVA.2e16d0ba.fill-150x150.png,,,
www.theiatech.com,,Theia Membership PNDC,PNDC PACIFIC NORTHWEST DEFENSE COALITION,,,,,40,https://media.theiatech.com/images/Theia-Membership-PNDC.2e16d0ba.fill-150x150.png,,,
www.theiatech.com,,Theia Membership SIA,SIA SECURITY INDUSTRY ASSOCIATION,,,,,33,https://media.theiatech.com/images/Theia-Membership-SIA.2e16d0ba.fill-150x150.png,,,
www.theiatech.com,,Theia-Award-2023-Security-Today-NPOY,SECURITY today 2023 NEW PRODUCT OF THE YEAR,,,,,43,https://media.theiatech.com/images/Theia-Award-2023-Security-Today-NP.2e16d0ba.fill-150x150.png,,,
www.theiatech.com,,theia-TL410A-Transparent-1000x1000,"Security camera lens marked ""Theia TL410A 1/1.7"" 4-10mm F/1.4 4K DAY/NIGHT."" Award badges: Security Products 2016, Vision Systems 2016 Innovators Awards Bronze, Benchmark.",,,Bad,,171,https://media.theiatech.com/images/TL410A_TR_AWARD_60IYWqW.max-1920x1080.png,,,
www.ucsc-extension.edu,,teacher high-fiving a little girl while they stack blocks together.,"A smiling young girl and an adult woman facing each other, touching hands in a high-five gesture, indoors.",,,,,106,https://ucscextension-live-28cd95cf77884d15bb06-01c17c1.divio-media.net/images/iStock-623772172.e80938c7.fill-443x158-c100.jpg,,,
www.ucsc-extension.edu,,a group of people in a glass office with colorful Post-its pressed against the glass,A group of people in a meeting room with colorful sticky notes on the glass wall and a presentation screen in the background.,,,,,125,https://ucscextension-live-28cd95cf77884d15bb06-01c17c1.divio-media.net/images/iStock-875430130.2e16d0ba.fill-443x158-c100.jpg,,,
www.ucsc-extension.edu,,Bioscience,"A mechanical heart composed of gears and metal parts, illuminated from within, set against a blue background.",,,,,109,https://ucscextension-live-28cd95cf77884d15bb06-01c17c1.divio-media.net/images/iStock-905476648.2e16d0ba.fill-443x158-c100.jpg,,,
www.ucsc-extension.edu,,a table of mobile devices laid out in an organized fashion,"Multiple tablets and smartphones displaying various content including news, graphs, and websites spread across a surface.",,,,,121,https://ucscextension-live-28cd95cf77884d15bb06-01c17c1.divio-media.net/images/iStock-910535772.2e16d0ba.fill-443x158-c100.jpg,,,
www.ucsc-extension.edu,,Technology,Abstract digital background with binary code and colorful light leaks.,,,,,70,https://ucscextension-live-28cd95cf77884d15bb06-01c17c1.divio-media.net/images/iStock-926433716.2e16d0ba.fill-443x158-c100.jpg,,,
www.ucsc-extension.edu,,"Postbacc Area of Study image features a collage of images including a skeleton, DNA strand, molecules, brain, charts and graphs.","A montage of medical and scientific motifs including a DNA strand, human figures, an Erlenmeyer flask, and molecular structures with various icons and digital elements.",,,,,168,https://ucscextension-live-28cd95cf77884d15bb06-01c17c1.divio-media.net/images/Postbacc-AOS-premed_iStock-12.2e16d0ba.fill-443x158-c100.jpg,,,
www.ucsc-extension.edu,,Aakash Dave,"Man in burgundy hoodie smiling, standing outside with trees and building in background.",,,,,87,https://ucscextension-live-28cd95cf77884d15bb06-01c17c1.divio-media.net/images/aakash-dave-1x1.2e16d0ba.fill-130x130-c100.jpg,,,
www.ucsc-extension.edu,,Sean Zaidman,"Smiling man with short curly hair, beard, and blue t-shirt, standing in front of trees.",,,,,87,https://ucscextension-live-28cd95cf77884d15bb06-01c17c1.divio-media.net/images/zaidman-sean-2022-LI.2e16d0ba.fill-130x130-c100.jpg,,,
www.ucsc-extension.edu,,"Sharon Barkan, MA, ET/P","Smiling woman with curly blonde hair wearing a maroon top, standing against a blurred green foliage background.",,,,,111,https://ucscextension-live-28cd95cf77884d15bb06-01c17c1.divio-media.net/images/Barkan-sharon-ed-therapist-20.2e16d0ba.fill-130x130-c100.jpg,,,
careers.zain.com,,Careers_1.jpg,"Three professionals with a laptop in an office, graphical overlays on the image, bright cityscape in the background.",,,Bad,,116,https://zaincareers.s3.amazonaws.com/media/images/Careers_1.2e16d0ba.fill-1600x465.jpg,,,
careers.zain.com,,Careers_2.jpg,Three professionals focused on their work in a well-lit office; the foreground shows a man taking notes beside an open laptop.,,,Bad,,126,https://zaincareers.s3.amazonaws.com/media/images/Careers_2.2e16d0ba.fill-1600x465.jpg,,,
careers.zain.com,,Careers_3.jpg,"Two professionals in a conversation at an office desk; man smiling and gesturing, city buildings visible through the window.",,,Bad,,124,https://zaincareers.s3.amazonaws.com/media/images/Careers_3.2e16d0ba.fill-1600x465.jpg,,,
monashfodmap.com,,lowfodmapfoods,"Various fruits and vegetables like strawberries, kiwi, and tomatoes displayed with nuts and oats on a white background.",,,,,119,https://fodmap-publicsite-us-east-2.s3.amazonaws.com/production/media/images/lowfodmap400.6a7d0c3b.fill-240x240.jpg,,,
monashfodmap.com,,Monash,"Welcome to Clayton Campus MONASH University sign with logo, against a backdrop of trees and clouds.",,,,,99,https://fodmap-publicsite-us-east-2.s3.amazonaws.com/production/media/images/BOX_1_image.2e16d0ba.fill-240x240.jpg,,,
porirualibrary.org.nz,,Broadband skinny,"Skinny Jump logo with text ""Skinny Broadband - Find out if you are eligible for a subsidised prepaid account. Porirua Libraries has partnered with the Digital Inclusion Alliance Aotearoa.""",,,,,188,https://storage.googleapis.com/pcc-wagtail-media/images/Broadband_Library-Web-header.2e16d0ba.fill-1224x440.png,,,
porirualibrary.org.nz,,gene 4,Generosity New Zealand logo with a bloom-like icon featuring multi-colored petals on a blue gradient background with dandelion seeds.,,,,,133,https://storage.googleapis.com/pcc-wagtail-media/images/gene_4.2e16d0ba.fill-1224x440.jpg,,,
porirualibrary.org.nz,,Library - Book Club.png,"Close-up of hands on an open book next to a coffee cup. Text: ""Join the Book Club - Relaxed, informal monthly book clubs. Join us for a fun, theme based library book clubs at some of your local libraries: City Centre, Titahi Bay and Whitby.""",,,Bad,,241,https://storage.googleapis.com/pcc-wagtail-media/images/Library_-_Book_Club.2e16d0ba.fill-1224x440.png,,,
porirualibrary.org.nz,,Library-Beamaflim.png,"Free movies and TV\nStream for FREE with your library card.\nUse your library card for free Beamafilm children's movies, independent films, and documentaries.",,,Bad,,158,https://storage.googleapis.com/pcc-wagtail-media/images/Library-Beamaflim.2e16d0ba.fill-1224x440.png,,,
porirualibrary.org.nz,,Library-Story World,"Children sit on the floor listening to a woman reading a book in a library. Text: ""Come along to Story World Porirua City Centre Library Wednesdays at 10.30am""",,,,,159,https://storage.googleapis.com/pcc-wagtail-media/images/Library-Story_World.2e16d0ba.fill-1224x440.png,,,
porirualibrary.org.nz,,Library-Web-header-gene.png,"Interested in your family history? Search our genealogy computers for free. Talk to a genealogist, use our microfiche, borrow our books and magazines.",,,Bad,,150,https://storage.googleapis.com/pcc-wagtail-media/images/Library-Web-header-gene.2e16d0ba.fill-1224x440.png,,,
porirualibrary.org.nz,,new Baby band,Join us for Baby Band\nPorirua City Centre Library\nThursdays at 10.30am\n\nAdults and children enjoying an event together.,,,,,123,https://storage.googleapis.com/pcc-wagtail-media/images/new_Baby_band.2e16d0ba.fill-1224x440.png,,,
porirualibrary.org.nz,,digital library 309x192.jpg,"An array of colorful book covers with ""PORIRUA CITY DIGITAL LIBRARY"" text below.",1,3,Bad,,80,https://storage.googleapis.com/pcc-wagtail-media/images/digital_library_309x192.2e16d0ba.fill-576x357.jpg,,,
porirualibrary.org.nz,,News - Harbour - young people,"Three smiling boys, two giving thumbs up, one wearing a ""Western Suburbs"" hoodie.",1,4,,,81,https://storage.googleapis.com/pcc-wagtail-media/images/News_-_Harbour-young_people.2e16d0ba.fill-440x273.jpg,,,
porirualibrary.org.nz,,Genealogy research centre  - ancestry,"An individual looking at Ancestry.com on a computer screen showing vintage photos and a tagline ""Searching for that right moment.""",2,3,,,130,https://storage.googleapis.com/pcc-wagtail-media/images/P1690211.2e16d0ba.fill-440x273.jpg,,,
porirualibrary.org.nz,,Young man  using the library computer to look for Government information,Person in a yellow hoodie using a computer displaying the New Zealand Government website with links to various services.,3,3,,,120,https://storage.googleapis.com/pcc-wagtail-media/images/P1690268.2e16d0ba.fill-440x273.jpg,,,
porirualibrary.org.nz,,Membership,"A person holding a book with a portrait of a man's face on the cover, alongside a 'Smart Libraries' tag.",1,2,,,104,https://storage.googleapis.com/pcc-wagtail-media/images/P1690340.24c4d48a.fill-576x357.jpg,,,
porirualibrary.org.nz,,SMART.2e16d0ba.fill-528x275,"Laptop displaying a library website with stacked library books labeled ""Porirua Public Library,"" ""Multi City,"" ""Masterton District Library,"" ""Kapiti Coast District Libraries.""",0,2,Bad,,175,https://storage.googleapis.com/pcc-wagtail-media/images/SMART.2e16d0ba.fill-528x275.2e16d0ba.fill-576x357.jpg,,,
porirualibrary.org.nz,,Listening to an audio book on the train,A woman with sunglasses and earphones looks out the window on a sunny day while traveling by train along a coastline.,4,3,,,117,https://storage.googleapis.com/pcc-wagtail-media/images/train2.af3e9fa7.fill-440x273_QjCOakT.jpg,,,
theodi.org,,the ODI Adrian Philpott Caley Dewhurt,"Nine colorful circles in three rows on a grey background, with overlapping areas creating new colors where they intersect.",0,0,,,122,https://theodi.cdn.ngo/media/images/data-ethics-illustration-1.2e16d0ba.fill-210x198.png,,,Should have been decorative - the colored shapes have no meaning
theodi.org,,Five year strategy cover,"CDI within white irregular shapes, on a background with rows of blue and brown dots.",4,1,,AI failed to grasp it is looking at the cover of a report. Don't blame it. Without context a human might not have recognized that either.,84,https://theodi.cdn.ngo/media/images/Screenshot_2023-09-27_at_16.37.13.2e16d0ba.fill-210x198.png,,,
www.engineeringnz.org,,anne-nygard-vc-vPgGqAr4-unsplash,Industrial smokestack emitting white smoke against a clear blue sky.,0,5,,,68,https://d2rjvl4n5h2b61.cloudfront.net/media/images/anne-nygard-vc-vPgGqAr4-unsplash_R.2e16d0ba.fill-500x282.jpg,,,Include 'unsplash' in the regex? Same with other common stock sites
www.engineeringnz.org,,MAS,"Black and white guitar pick with the text ""mas"" in the center.",3,2,,"Think this is supposed to be a logo, not a guitar pick",62,https://d2rjvl4n5h2b61.cloudfront.net/media/images/MAS_Logo_Shield_Reversed.max-150x250.png,,,"Alt text should be the full name of the business behind the logo, not an acronym"
www.engineeringnz.org,,MicrosoftTeams-image (12),Colored lawn bowls scattered on a green grass surface.,0,5,,,54,https://d2rjvl4n5h2b61.cloudfront.net/media/images/MicrosoftTeams-image_12.2e16d0ba.fill-500x282.jpg,,,
www.engineeringnz.org,,MicrosoftTeams-image (8),Lawn bowls scattered on a smooth green with a vibrant sunset sky in the background.,0,5,,,83,https://d2rjvl4n5h2b61.cloudfront.net/media/images/MicrosoftTeams-image_8.2e16d0ba.fill-500x282.jpg,,,
www.engineeringnz.org,,2024-UniKickstart_HomepageBanner_FINAL,"Two women smiling and chatting outdoors, one looking at a smartphone, with trees and a building in the background. The image has a purple tint on the left side.",0,4,Bad,,160,https://d2rjvl4n5h2b61.cloudfront.net/media/images/2024-UniKickstart_HomepageBa.2e16d0ba.fill-1280x500-c100.jpg,,,"Given the blueish overlay, the image was probably meant to be decorative"
www.hairandblush.com,,Light Monogram.png,H+B ACADEMY,0,5,Bad,,11,https://cdn.sheyabernstein.com/hair_blush/media/images/Light_Monogram.height-200.png,,,
www.hairandblush.com,,Logo,HAIR+Blush ACADEMY,0,5,Bad,,18,https://cdn.sheyabernstein.com/hair_blush/media/images/logo4x.height-140.png,,,
www.hairandblush.com,,Yocheved/Cami Feb 2021,Two smiling women in stylish outfits posing in a room with balloons and a camera tripod in the background.,2,4,,,106,https://cdn.sheyabernstein.com/hair_blush/media/images/7E1FF6E2-13D7-4E22-8D02-64391CCC.8dd1bab7.fill-1000x1000.jpg,,,
www.morgansindallconstruction.com,,0Y2A7162-Enhanced-NR,"Students and a teacher engaged in activity at a table with two banners reading ""Callerton Academy - Create Your Future"" in the background.",0,4,Bad,,138,https://morgan-sindall-pztazn5y-media.s3.amazonaws.com/construction/images/0Y2A7162-Enhanced-NR.97077e1a.fill-400x266.jpg,,,
www.morgansindallconstruction.com,,52R001_M17_medium,Low-angle view of a construction crane beside a building under a blue sky with fluffy clouds.,0,4,Bad,,93,https://morgan-sindall-pztazn5y-media.s3.amazonaws.com/construction/images/52R001_M17_medium.15969c4e.fill-400x266.jpg,,,
www.morgansindallconstruction.com,,Watford_Colosseum,The Coliseum Theatre illuminated at night with a crowd outside and a large screen displaying dancers.,2,3,Bad,Did the AI recognize the building? Or did it peek at the file name?,101,https://morgan-sindall-pztazn5y-media.s3.amazonaws.com/construction/images/Watford_Colosseum.b38540ea.fill-400x266.jpg,,,
www.morgansindallconstruction.com,,"Exterior of the Manchester Metropolitan University Arts and Humanities Building, showing the new part of the building in the day time",Modern multi-story building with reflective windows on a sunny street with sparse traffic and green trees.,5,3,,,106,https://morgan-sindall-pztazn5y-media.s3.amazonaws.com/construction/images/13T003_M42_medium.69f7c9fa.fill-350x200.jpg,,,Original is WAY better
www.morgansindallconstruction.com,,21P007_M25_medium.jpg,"Modern building with a prominent wooden slatted design, large windows, and a distinctive protruding upper section against a blue sky.",0,4,Bad,,133,https://morgan-sindall-pztazn5y-media.s3.amazonaws.com/construction/images/21P007_M25_medium.da3b5b14.fill-350x200.jpg,,,
www.morgansindallconstruction.com,,Picture of a group of school children being shown around Wintringham School,"Children in high-visibility vests walking towards a modern building with ""WELLINGTON PLACE"" written on the facade.",3,2,,"Wrong transcription of building lettering, attributed to low picture fidelity",114,https://morgan-sindall-pztazn5y-media.s3.amazonaws.com/construction/images/Wintringham_School.d6904242.fill-350x200.jpg,,,
www.mtcfederal.com,,Professional typing on cellphone,Close-up of hands typing on a smartphone with a blurred background; person wears a blue blazer and a gold necklace.,4,3,,"Overly descriptive, the blue blazar and gold necklace aren't relevant",115,https://mtcfederal.s3.amazonaws.com/images/GettyImages-1837223242.2e16d0ba.fill-160x190.jpg,,,
www.mtcfederal.com,,Group 20,"Four round seals indicating prestigious recognition from various entities for MTC Federal Credit Union, including best and healthiest credit union awards.\n\nText transcribed:\n- MTC Federal Credit Union Best of Bauer 135 CONSECUTIVE QUARTERS www.bauerfinancial.com AWARDED MARCH 2024\n- 2021 TOP 200 Healthiest Credit Unions DepositAccounts lendingtree\n- THE OFFICIAL READER'S CHOICE AWARDS Best of Winner 2024 ARDMORE | THE DAILY ARDMOREITE\n- 2023 THE OFFICIAL COMMUNITY'S CHOICE AWARDS Best of the Upstate FINALIST",0,1,,The 200 character limit wasn't respected,519,https://mtcfederal.s3.amazonaws.com/images/Group_20_rGjk1hy.width-1920.width-1920.origin.width-1920.png,,,
www.mtcfederal.com,,Mauldin,"Four people stand smiling outside a building, holding a large ceremonial check.",0,4,,,79,https://mtcfederal.s3.amazonaws.com/images/Mauldin.2e16d0ba.fill-160x190.jpg,,,
www.ngataonga.org.nz,,Cartoon film poster.,"An illustrated poster titled ""Footrot Flats: The Dog's Tail Tale"" featuring cartoon characters in a chaotic scene with a man being pulled by dogs.",1,5,,,146,https://dhlz08bawgtqj.cloudfront.net/media/images/Footrot_flats_image_2_0NuITmx.width-420.jpg,,,
www.ngataonga.org.nz,,A young Pou Temara speaks to camera,"Two people seated on a couch on a TV set with a geometric backdrop and a logo reading ""TV2"" accompanied by ""NGĀ TAONGA SOUND & VISION"".",3,2,,"Overly descriptive, the two people, couch, and tv setting are enough to set the mood",135,https://dhlz08bawgtqj.cloudfront.net/media/images/Korero_Mai_hosts_a3tVHVA.width-420.jpg,,,
www.ngataonga.org.nz,,A strip of film from the series Tangata Whenua on the workbench,Orange and brown film strip with multiple exposures showing shoe prints.,5,3,,I don't think that's a shoe print,72,https://dhlz08bawgtqj.cloudfront.net/media/images/Photo_of_Tangata_Whenua_film-Masks_title-Banne.width-420.jpg,,,
www.ngataonga.org.nz,,A group of Pacific Island women sit around a table at work during a break.,Workers in overalls around a table inside an industrial setting with machinery in the background.,5,5,,,97,https://dhlz08bawgtqj.cloudfront.net/media/images/photos_89086_extralarge.width-420.jpg,,,
www.scte.org,,2023_most_certifications.jpg,"MOST CERTIFICATIONS IN 2023: Jorge Arciniega, Luis Desousa, Scott Georgevich, Shafick Hallak, Christopher Legette, Renato Mini-Corante, Ronald Sundvall. SCTE, a subsidiary of CableLabs. ALL CHARTER EMPLOYEES",2,1,Bad,,207,https://wagtail-prod-storage.s3.amazonaws.com/images/2023_most_certifications.width-800.jpg,,,
www.scte.org,,2023_most_completed_courses.jpg,"SCTE. a subsidiary of Cablelabs. MOST COURSES COMPLETED IN 2023. Patrick Coulter, Comcast. Harry Lorimer, Charter. Joey Small, Breezeline. Silhouettes of raised hands in celebration.",2,1,Bad,,182,https://wagtail-prod-storage.s3.amazonaws.com/images/2023_most_completed_courses.width-800.jpg,,,
www.tonyawards.com,,Chita Rivera on the Red Carpet presented by Nordstrom at the 2018 Tony Awards.,"Elegant woman in a red dress with a sheer sleeve poses against a flower wall with the letters ""TONY AWARDS"" partially visible.",5,4,,,126,https://cdn.tonyawards.com/media/images/r_rc_971141718.a8c12884.fill-990x651.jpg,,,
nornorm.com,,BCG-logo,"The image is completely black, indicating there may be an error or no content to display.",1,0,,??? what?,89,https://nornorm-web-assets.ams3.cdn.digitaloceanspaces.com/production/images/BCG-logo.height-80.format-png.png,,,
nornorm.com,,booking-com,.com,1,0,,very poor,4,https://nornorm-web-assets.ams3.cdn.digitaloceanspaces.com/production/images/booking-com_ddnt5xc.height-80.format-png.png,,,
nornorm.com,,dubai.png,"Two square icons beside text ""Experience Design Sweden Stockholm, Malmö, Göteborg, Köpenhamn"".",1,0,Bad,Is this alt text really for this image?,94,https://nornorm-web-assets.ams3.cdn.digitaloceanspaces.com/production/images/dubai.height-80.format-png.png,,,
nornorm.com,,edge.png,Zenith Watches - The Future of Swiss Watchmaking Since 1865,2,0,Bad,Is this alt text really for this image?,59,https://nornorm-web-assets.ams3.cdn.digitaloceanspaces.com/production/images/edge_RaucDfi.height-80.format-png.png,,,
nornorm.com,,Epicenter,epicenter,5,5,,,9,https://nornorm-web-assets.ams3.cdn.digitaloceanspaces.com/production/images/epicenter.height-80.format-png.png,,,
redlobster.com,,"DAILY DEALS. ALL DAY, EVERY WEEKDAY. CLICK HERE TO ORDER NOW","Daily Deals - A Different Deal All Day, Weekdays. Order Now. Various seafood dishes displayed, including shrimp skewers, lobster, and fish with sides.",3,1,,,150,https://img-ecomm-rl-prod.azureedge.net/brandsite/images/DailyDeals-hp-module-1108x532-US_v2.width-500.jpg,,,"The original alt text covers the image well enough, I don't want to listen to a very descriptive image of an advertisement"
redlobster.com,,Drinks To Go. Touchless pickup. Touchless curbside. Order Now,"Three mixed drinks with garnishes on a wooden surface, with text ""Drinks TO GO"" and a button saying ""ORDER NOW"". Text below: ""Availability may vary by location"".",3,1,,,161,https://img-ecomm-rl-prod.azureedge.net/brandsite/images/Drinks_To_Go-desktop_1108x532_r3.width-500.jpg,,,"The original alt text covers the image well enough, I don't want to listen to a very descriptive image of an advertisement"
redlobster.com,,Lobsterfest,IS YOUR PARTY READY FOR Lobsterfest? 10 CROWD-PLEASING LOBSTER CREATIONS DIVE IN Subject to availability for a limited time at participating locations in the U.S. and Canada. Platter of lobster dishes.,3,1,,,201,https://img-ecomm-rl-prod.azureedge.net/brandsite/images/Lobsterfest-Homepage-desktop-1420x860-V2_r3.width-500.jpg,,,"The original alt text covers the image well enough, I don't want to listen to a very descriptive image of an advertisement"
redlobster.com,,Join My Red Lobster Rewards,"An advertisement for Red Lobster's rewards app with a hand holding a phone displaying the rewards screen and text offering a 10% dine-in reward. ""CATCH GLAWSOME REWARDS! JOIN & EARN 10% OFF* REWARD DINE IN ENROLL NOW *On your next Dine in visit""",3,1,,,245,https://img-ecomm-rl-prod.azureedge.net/brandsite/images/MRLR_Desktop_1108x9602x.width-500.jpg,,,"The original alt text covers the image well enough, I don't want to listen to a very descriptive image of an advertisement"
redlobster.com,,Shrimp Your Way,"Cooked shrimps on a white surface, with text: ""SHRIMP YOUR WAY CHOOSE 4 TO GO ONLY"" and a red ""ORDER NOW"" button.",3,1,,,113,https://img-ecomm-rl-prod.azureedge.net/brandsite/images/SYW-HP-MOD-US-1108x960_v3.width-500.jpg,,,"The original alt text covers the image well enough, I don't want to listen to a very descriptive image of an advertisement"
redlobster.com,,UES Salt & Vinegar Shrimp,LIMITED TIME FLAVOR DROP ULTIMATE Endless Shrimp DINE-IN ONLY — NEW CRISPY SALT & VINEGAR SHRIMP FIND YOUR LOCATION,3,1,,,115,https://img-ecomm-rl-prod.azureedge.net/brandsite/images/UES_SV-Homepage-mobile-814x854.width-500.png,,,"The original alt text covers the image well enough, I don't want to listen to a very descriptive image of an advertisement"
www.2simple.com,,A collection of resources from the Dot Com Digital primary school safeguarding platform by 2Simple Ltd,"Animated girl with orange hair in front of a computer screen displaying ""How are you feeling today, Susie?"" with options. Other elements include a phone, tablet, and paper notes.",4,3,,,178,https://www.2simple.com/media/images/product-card-image.max-300x200.png,,,Probably better off being marked as decorative
www.2simple.com,,A collection of Striver classroom resources by 2Simple Ltd,"Digital tablet displaying a sleep improvement website with categories, next to printed materials on healthy sleep practices and a colorful sleep wheel chart.",4,3,,,157,https://www.2simple.com/media/images/teachers_Fh9htY1.max-300x200.png,,,Probably better off being marked as decorative
www.2simple.com,,A female primary school teacher by 2Simple Ltd,"Woman with curly hair, blue top, smiling, digital avatar against a plain background.",3,3,,Plain background remark isn't relevant,84,https://www.2simple.com/media/images/testimonials_female_teacher_1.max-130x130.png,,,Probably better off being marked as decorative
www.2simple.com,,A female primary school teacher by 2Simple Ltd,"I'm sorry, I can't provide assistance with that request.",3,0,,Invalid response,56,https://www.2simple.com/media/images/testimonials_female_teacher_2.max-130x130.png,,,Probably better off being marked as decorative
www.2simple.com,,A female primary school teacher by 2Simple Ltd,Smiling woman with long brown hair wearing a green sweater and white collar.,3,3,,,76,https://www.2simple.com/media/images/testimonials_female_teacher_3.max-130x130.png,,,Probably better off being marked as decorative
www.beckman-foundation.org,,Arnold and Mabel Beckman Foundation Total Funding_20223.jpg,"Map showing funding distribution by the Arnold and Mabel Beckman Foundation Programs across the U.S., with varying circle sizes denoting funding per zip code.",0,4,Bad,"Complex image because it shows a graph. Best decription it can give in less than 200 characters. Expect there be surrouding text to make sense of the graph (looking at the original page, there isn't)",158,https://media-beckman-foundation.s3.amazonaws.com/images/Arnold_and_Mabel_Beckman_Foundation_Total_Fun.width-1200.jpg,,,
www.citizensuk.org,,_PPS2494-min.JPG,"Three individuals at a panel table with microphones; one speaking, one using a laptop, and one listening. A banner reads ""citizensuk BRINGING COMMUNITIES together TO WIN CHANGE"".",0,1,Bad,"Incorrect: there are only two people at the table, the third is a face printed on a banner",178,https://citizensuk.contentfiles.net/media/images/_PPS2494-min.e2218a9c.fill-550x800-c100.jpg,,,
